,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,1.05,0.9445132413883326,1.3,1.3018205875255098
Sampdoria,0.0,0.0,0.0,0.0,1.0,1.2139539573337679,1.65,1.5312533566021211
Genoa,0.0,0.0,0.0,0.0,1.05,0.9445132413883327,2.05,1.3562719801759993
Parma,0.0,0.0,0.0,0.0,1.35,1.3088765773505315,1.35,1.1821033884786185
Fiorentina,0.0,0.0,0.0,0.0,1.25,0.910465468000326,1.45,1.4317821063276355
Lazio,0.0,0.0,0.0,0.0,2.3,1.3416407864998738,0.9,0.8522416262267904
Spal,0.0,0.0,0.0,0.0,0.7,0.8013147091860319,1.5,0.9459053029269173
Lecce,0.0,0.0,0.0,0.0,1.15,0.9333020044867297,1.95,1.190974832912761
Verona,0.0,0.0,0.0,0.0,1.1,0.8522416262267903,1.1,1.0711528467275955
Juventus,0.0,0.0,0.0,0.0,1.95,0.9986833437344549,0.95,0.8870412083230169
Udinese,0.0,0.0,0.0,0.0,0.95,0.9445132413883325,1.55,1.8202082009311031
Atalanta,0.0,0.0,0.0,0.0,2.5,1.7621756887140216,1.4,1.0462967275611939
Inter,0.0,0.0,0.0,0.0,2.05,1.145931016569864,0.85,0.8127277008872492
Torino,0.0,0.0,0.0,0.0,1.3,1.1742858972247996,1.4,1.1876558069531231
Cagliari,0.0,0.0,0.0,0.0,1.75,1.332784974957958,1.55,0.9986833437344551
Bologna,0.0,0.0,0.0,0.0,1.45,0.998683343734455,1.6,0.9403246919632544
Roma,0.0,0.0,0.0,0.0,1.85,1.4608937423083819,1.1,0.8522416262267903
Brescia,0.0,0.0,0.0,0.0,0.95,0.8870412083230169,1.9,1.4832396974191324
Napoli,0.0,0.0,0.0,0.0,1.4,1.231174022502185,1.4,1.0954451150103321
Sassuolo,0.0,0.0,0.0,0.0,1.6,1.0954451150103321,1.75,1.292692009559488
