,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.0416666666666665,1.1970676733137329,1.0833333333333333,1.0598058340078627
Sampdoria,1.375,1.1726039399558574,1.7083333333333333,1.1970676733137326
Genoa,0.8333333333333334,1.0072203103706696,1.875,1.4540049638094805
Venezia,0.875,0.8501917942185291,1.8333333333333333,1.1293194051465598
Fiorentina,1.7083333333333333,1.5736738147920994,1.5416666666666667,1.2503622663458174
Lazio,2.0,1.5879984667608413,1.5833333333333333,1.316010660280157
Salernitana,0.7916666666666666,0.883627241233132,2.2083333333333335,1.4135729219948654
Spezia,1.0833333333333333,0.7755316082290385,1.8333333333333333,1.5227739752537621
Verona,1.7916666666666667,1.3180739131701644,1.6666666666666667,0.9630868246861535
Juventus,1.5,0.9780192938436515,0.875,0.9469631093315001
Udinese,1.4166666666666667,1.4116492564331995,1.5416666666666667,1.5597983890531346
Atalanta,2.0416666666666665,1.6279933411536363,1.3333333333333333,1.203858530857692
Inter,2.2916666666666665,1.3981094896064241,0.875,0.8998792189486611
Torino,1.375,1.3772215255487341,1.0833333333333333,0.928611242975073
Cagliari,1.0,0.9325048082403138,1.875,1.0759222535351585
Bologna,1.2916666666666667,0.999093792292346,1.5833333333333333,1.5857152183236398
Roma,1.6666666666666667,1.274044114541212,1.25,1.2937979144666532
Empoli,1.5416666666666667,1.1412870944175517,1.9583333333333333,1.3981094896064243
Napoli,1.7916666666666667,1.2846642825425558,0.5833333333333334,0.8805466023105079
Sassuolo,1.5416666666666667,1.2150922908825974,1.6666666666666667,1.0901402648748688
