,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.75,1.1913667943625412,0.90625,1.0273478224959143
Sampdoria,1.21875,1.1283552117444966,1.6875,1.2296734420949118
Genoa,0.75,0.915810939779251,1.625,1.4756081305138942
Venezia,0.84375,0.8075999888159261,1.84375,1.1103435969220548
Fiorentina,1.625,1.408499544814245,1.375,1.1845783243211963
Lazio,1.96875,1.513048087844214,1.4375,1.2684127749837335
Salernitana,0.8125,0.8590129369261278,2.15625,1.370410228197523
Spezia,1.0,0.762000762001143,1.6875,1.490561704039248
Verona,1.75,1.2951522516054665,1.53125,0.9498514315067824
Juventus,1.53125,0.9832262562440762,0.875,0.8706690049203728
Udinese,1.46875,1.413857112824302,1.53125,1.4364915817769797
Atalanta,1.78125,1.6010958948533123,1.25,1.1639753904947558
Inter,2.0625,1.4797013648139472,0.8125,0.8590129369261278
Torino,1.1875,1.2556324713967086,1.03125,0.89746506805953
Cagliari,0.9375,0.87758833761769,1.90625,1.1460837947184006
Bologna,1.125,1.0080322575483707,1.40625,1.4779972281610048
Roma,1.65625,1.1530989102302514,1.125,1.211503997304124
Empoli,1.28125,1.1425600852415145,1.75,1.344043010064494
Napoli,1.75,1.1913667943625412,0.75,0.8798826901281197
Sassuolo,1.75,1.2181424250644648,1.5625,1.0140146973548327
