,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.0,1.3093073414159542,1.1388888888888888,1.0461569884316813
Sampdoria,1.3333333333333333,0.9561828874675148,1.5,1.0555973258234952
Genoa,1.1944444444444444,0.9803627446568497,1.5,1.2983506020002016
Parma,1.0555555555555556,1.0126187956960038,2.138888888888889,1.2683572677799262
Fiorentina,1.2222222222222223,1.1240516284815671,1.5,1.3416407864998738
Lazio,1.6944444444444444,1.1666666666666665,1.4166666666666667,1.3809934312453684
Crotone,1.2222222222222223,1.2897643441699198,2.5277777777777777,1.4240006242195886
Spezia,1.2777777777777777,0.9137399164536016,1.9166666666666667,1.2733532783279633
Verona,1.1944444444444444,0.9507724512038904,1.25,0.8742343589025281
Juventus,1.9444444444444444,1.24083944959956,0.9722222222222222,0.7362496126066839
Udinese,1.1388888888888888,1.046156988431681,1.4444444444444444,1.1818736805705579
Atalanta,2.388888888888889,1.6261747890200622,1.1388888888888888,1.0731203574563768
Inter,2.25,1.4015297764534702,0.8611111111111112,0.8333333333333335
Torino,1.3333333333333333,1.0419761445034554,1.7777777777777777,1.5695515485297267
Cagliari,1.1944444444444444,1.1666666666666667,1.6111111111111112,1.1778376744278418
Bologna,1.25,1.2276574673510756,1.5555555555555556,1.2522994722724943
Roma,1.7777777777777777,1.5327120894696267,1.5555555555555556,1.2522994722724945
Benevento,1.0555555555555556,0.8926507698004839,2.0277777777777777,1.5763631037678578
Napoli,2.3055555555555554,1.6530395284262511,1.1111111111111112,1.1155467020454342
Sassuolo,1.6388888888888888,1.1251102238772055,1.5277777777777777,1.1828805304029437
